epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.4559,1.96443,3.04009,1.89131,0.26984,0.16149,0.10944,0.03699,1.9042,22.4236,1.95594,0.000661654,0.000661654,0.000661654
2,21.193,1.99066,2.6112,2.00909,0.43802,0.29317,0.30019,0.10681,1.88976,16.1715,1.89821,0.00131188,0.00131188,0.00131188
3,30.4512,2.02002,2.4731,1.98491,0.40628,0.31553,0.26078,0.0996,1.88367,8.3175,1.89027,0.00194561,0.00194561,0.00194561
4,39.6472,1.97607,2.29291,1.94971,0.45138,0.37019,0.3552,0.13348,1.8168,8.08012,1.74973,0.00192575,0.00192575,0.00192575
5,48.7995,1.96594,2.24209,1.94807,0.48354,0.41739,0.40493,0.16351,1.78075,8.98609,1.74805,0.001901,0.001901,0.001901
6,58.1085,1.88973,2.1531,1.92032,0.54268,0.4323,0.46626,0.17595,1.76973,6.26792,1.76628,0.00187625,0.00187625,0.00187625
7,67.3394,1.89431,2.06122,1.90144,0.50532,0.4236,0.46413,0.18703,1.78543,7.86085,1.7785,0.0018515,0.0018515,0.0018515
8,76.4976,1.83867,1.98338,1.84511,0.64138,0.47453,0.51613,0.2327,1.66257,2.52241,1.64721,0.00182675,0.00182675,0.00182675
9,85.6353,1.79352,1.92806,1.82398,0.60017,0.5205,0.53484,0.21919,1.62639,10.4919,1.61016,0.001802,0.001802,0.001802
10,94.963,1.81473,1.91501,1.85052,0.63718,0.51677,0.56736,0.25056,1.57989,1.90334,1.56548,0.00177725,0.00177725,0.00177725
11,104.254,1.74652,1.77867,1.7832,0.73176,0.56592,0.62446,0.2754,1.55726,4.13831,1.54809,0.0017525,0.0017525,0.0017525
12,113.219,1.75343,1.74436,1.78258,0.72273,0.53104,0.62195,0.28769,1.57766,2.58492,1.56605,0.00172775,0.00172775,0.00172775
13,122.239,1.70844,1.67671,1.72064,0.74015,0.53168,0.61712,0.28359,1.54434,7.26031,1.5191,0.001703,0.001703,0.001703
14,131.491,1.70345,1.68769,1.7371,0.7977,0.61227,0.72244,0.33432,1.51703,2.34345,1.52902,0.00167825,0.00167825,0.00167825
15,140.631,1.65002,1.60277,1.71312,0.72932,0.569,0.63401,0.3024,1.55498,3.70241,1.5486,0.0016535,0.0016535,0.0016535
16,149.551,1.69135,1.63855,1.73942,0.69619,0.52547,0.60735,0.2664,1.61542,2.13095,1.57814,0.00162875,0.00162875,0.00162875
17,158.76,1.63939,1.58302,1.69681,0.75452,0.63478,0.69367,0.33593,1.49599,2.60898,1.4934,0.001604,0.001604,0.001604
18,167.997,1.63971,1.50519,1.67699,0.78235,0.64472,0.71095,0.32259,1.51931,2.65032,1.50006,0.00157925,0.00157925,0.00157925
19,177.34,1.61276,1.47181,1.65512,0.74416,0.59619,0.66096,0.29512,1.58977,2.12615,1.56636,0.0015545,0.0015545,0.0015545
20,186.41,1.60694,1.48264,1.67429,0.7679,0.60415,0.69837,0.34722,1.44277,1.85367,1.44127,0.00152975,0.00152975,0.00152975
21,195.517,1.57962,1.39689,1.6414,0.77865,0.64675,0.73302,0.37136,1.44238,2.10348,1.44115,0.001505,0.001505,0.001505
