epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,26.704,1.75675,6.44932,0.0188,0.39041,0.22594,0.22587,0.08496,1.55095,28.4335,0.01991,0.000661654,0.000661654,0.000661654
2,44.48,1.75513,4.0825,0.02079,0.36429,0.39255,0.30722,0.10806,1.64655,5.21289,0.02237,0.00131188,0.00131188,0.00131188
3,61.2207,1.89777,3.08774,0.02289,0.43165,0.35652,0.31739,0.11175,1.72105,4.02104,0.023,0.00194561,0.00194561,0.00194561
4,77.1993,1.89948,2.66788,0.02238,0.46823,0.37391,0.34977,0.128,1.64215,2.83224,0.02048,0.00192575,0.00192575,0.00192575
5,93.5646,1.88536,2.52164,0.02278,0.54741,0.44624,0.45007,0.16787,1.72745,2.35028,0.02323,0.001901,0.001901,0.001901
6,109.518,1.86831,2.30109,0.02288,0.51649,0.40248,0.39473,0.14662,1.676,2.10039,0.02137,0.00187625,0.00187625,0.00187625
7,125.886,1.8565,2.22333,0.02178,0.50478,0.4646,0.45936,0.18751,1.65652,1.89863,0.02281,0.0018515,0.0018515,0.0018515
8,141.977,1.83307,2.12546,0.02156,0.46997,0.44224,0.41334,0.17767,1.63563,2.17931,0.02211,0.00182675,0.00182675,0.00182675
9,157.618,1.82232,2.07273,0.02167,0.55596,0.5397,0.55305,0.23943,1.55676,1.80268,0.02015,0.001802,0.001802,0.001802
10,173.77,1.80671,2.02329,0.02235,0.61195,0.49317,0.53869,0.23891,1.55956,1.59899,0.02057,0.00177725,0.00177725,0.00177725
11,189.531,1.7561,1.87629,0.02107,0.58116,0.54783,0.55696,0.25114,1.56471,1.98366,0.0208,0.0017525,0.0017525,0.0017525
12,205.239,1.75448,1.86875,0.02053,0.59923,0.56522,0.57003,0.25645,1.54599,1.56932,0.01984,0.00172775,0.00172775,0.00172775
13,221.149,1.76277,1.77906,0.02056,0.70861,0.55031,0.64193,0.30896,1.50212,1.56875,0.01919,0.001703,0.001703,0.001703
14,237.274,1.72767,1.72865,0.0202,0.65788,0.61491,0.67062,0.32848,1.50123,1.30939,0.01881,0.00167825,0.00167825,0.00167825
15,253.356,1.69944,1.67107,0.02006,0.65268,0.55559,0.60392,0.28782,1.5731,1.50966,0.0199,0.0016535,0.0016535,0.0016535
16,268.757,1.71106,1.66842,0.01988,0.70085,0.58882,0.6453,0.30263,1.58307,1.29491,0.02009,0.00162875,0.00162875,0.00162875
17,283.915,1.67445,1.61602,0.02027,0.70614,0.61242,0.67053,0.33652,1.48578,1.25777,0.01858,0.001604,0.001604,0.001604
18,299.624,1.70713,1.57835,0.01902,0.68648,0.64735,0.68237,0.33718,1.49317,1.24999,0.01803,0.00157925,0.00157925,0.00157925
19,315.039,1.66875,1.4938,0.01886,0.7388,0.61615,0.70385,0.33631,1.51133,1.13968,0.01911,0.0015545,0.0015545,0.0015545
20,330.618,1.64288,1.49444,0.01865,0.71535,0.6646,0.71368,0.36037,1.4697,1.07594,0.01824,0.00152975,0.00152975,0.00152975
21,346.142,1.63404,1.4813,0.01891,0.70379,0.64049,0.69586,0.33943,1.49578,1.20242,0.01874,0.001505,0.001505,0.001505
22,361.794,1.6229,1.47175,0.01962,0.74424,0.58559,0.67416,0.32486,1.55473,1.15935,0.02091,0.00148025,0.00148025,0.00148025
23,377.771,1.59334,1.39264,0.01879,0.67531,0.62782,0.67075,0.31941,1.52438,1.31777,0.01947,0.0014555,0.0014555,0.0014555
24,393.518,1.64471,1.38742,0.01839,0.71863,0.69441,0.75195,0.38654,1.47083,1.05903,0.01839,0.00143075,0.00143075,0.00143075
25,409.566,1.58722,1.33726,0.01785,0.76017,0.62604,0.72289,0.37516,1.43056,1.05392,0.01761,0.001406,0.001406,0.001406
26,424.909,1.56906,1.3239,0.01805,0.73967,0.67081,0.72672,0.35782,1.52936,1.05145,0.01949,0.00138125,0.00138125,0.00138125
27,439.995,1.56582,1.28838,0.01722,0.75123,0.60394,0.68233,0.3562,1.46791,1.23142,0.01788,0.0013565,0.0013565,0.0013565
28,455.38,1.53773,1.25895,0.01753,0.72727,0.68323,0.74324,0.39384,1.4515,1.02535,0.01812,0.00133175,0.00133175,0.00133175
29,470.368,1.54144,1.24703,0.01706,0.75152,0.69131,0.75371,0.38605,1.46272,1.00234,0.01821,0.001307,0.001307,0.001307
30,486.019,1.53387,1.19836,0.01723,0.80381,0.66087,0.77225,0.42296,1.3829,1.0132,0.01634,0.00128225,0.00128225,0.00128225
31,501.4,1.51345,1.19915,0.01769,0.78304,0.69943,0.7738,0.42225,1.39902,0.98948,0.0166,0.0012575,0.0012575,0.0012575
32,516.373,1.49432,1.2083,0.01678,0.82463,0.64845,0.75349,0.39962,1.45149,1.10999,0.01714,0.00123275,0.00123275,0.00123275
33,531.435,1.51117,1.20516,0.01685,0.79819,0.71056,0.78473,0.43146,1.37401,0.92724,0.01641,0.001208,0.001208,0.001208
34,546.27,1.4625,1.11282,0.01681,0.79504,0.71318,0.79988,0.41545,1.45022,0.91162,0.018,0.00118325,0.00118325,0.00118325
35,561.095,1.46342,1.12539,0.01653,0.78991,0.6679,0.7465,0.41484,1.40581,1.01582,0.01678,0.0011585,0.0011585,0.0011585
36,576.581,1.47905,1.15885,0.01685,0.74346,0.69841,0.76326,0.4215,1.3835,0.95931,0.0162,0.00113375,0.00113375,0.00113375
37,591.957,1.44696,1.10116,0.01586,0.7786,0.7205,0.78373,0.42681,1.4072,0.88563,0.01664,0.001109,0.001109,0.001109
38,607.979,1.41975,1.0644,0.01605,0.84509,0.70559,0.80687,0.44703,1.40035,0.83506,0.01661,0.00108425,0.00108425,0.00108425
39,624.025,1.38238,1.02106,0.01555,0.82432,0.7461,0.81385,0.46091,1.3738,0.86346,0.01607,0.0010595,0.0010595,0.0010595
40,639.976,1.40619,1.02444,0.01559,0.78252,0.7241,0.79396,0.46724,1.33907,0.96915,0.01568,0.00103475,0.00103475,0.00103475
41,655.961,1.3835,1.00158,0.01558,0.81842,0.76398,0.80395,0.45306,1.36104,0.8404,0.01647,0.00101,0.00101,0.00101
42,671.982,1.38968,1.02607,0.01514,0.82085,0.71801,0.7953,0.44698,1.3645,0.88964,0.01623,0.00098525,0.00098525,0.00098525
43,688.24,1.35434,0.99219,0.01515,0.82511,0.69745,0.78896,0.44649,1.39552,0.88152,0.01677,0.0009605,0.0009605,0.0009605
44,703.705,1.33947,0.96945,0.01477,0.82209,0.70932,0.79795,0.47496,1.31861,0.84839,0.01559,0.00093575,0.00093575,0.00093575
45,718.998,1.31682,0.96638,0.01418,0.79127,0.74404,0.81108,0.47623,1.32723,0.86954,0.01544,0.000911,0.000911,0.000911
46,734.471,1.32673,0.98463,0.01493,0.83985,0.7118,0.793,0.47693,1.31472,0.92331,0.01541,0.00088625,0.00088625,0.00088625
47,749.801,1.31211,0.9259,0.01377,0.83874,0.71429,0.80333,0.47923,1.31907,0.86054,0.0153,0.0008615,0.0008615,0.0008615
48,765.39,1.27595,0.898,0.01402,0.87136,0.73203,0.81802,0.48945,1.3097,0.87553,0.01542,0.00083675,0.00083675,0.00083675
49,780.789,1.28541,0.88842,0.01388,0.84216,0.74534,0.80973,0.48119,1.2938,0.89543,0.01508,0.000812,0.000812,0.000812
50,796.624,1.259,0.87506,0.01349,0.84451,0.74889,0.81521,0.49185,1.30388,0.85009,0.01484,0.00078725,0.00078725,0.00078725
51,813.753,1.26634,0.8937,0.0134,0.87088,0.71925,0.81743,0.47911,1.32503,0.84561,0.01566,0.0007625,0.0007625,0.0007625
52,830.19,1.26294,0.91179,0.01361,0.86437,0.72836,0.8206,0.49522,1.2973,0.84546,0.01491,0.00073775,0.00073775,0.00073775
53,845.928,1.22033,0.81182,0.01286,0.83579,0.76398,0.8206,0.49546,1.30227,0.83955,0.01495,0.000713,0.000713,0.000713
54,861.567,1.23657,0.83693,0.01289,0.84742,0.75404,0.82557,0.51541,1.25123,0.83775,0.01439,0.00068825,0.00068825,0.00068825
55,876.523,1.19262,0.82781,0.01252,0.88519,0.71834,0.82258,0.50189,1.28147,0.87782,0.01479,0.0006635,0.0006635,0.0006635
56,892.703,1.20489,0.82501,0.01241,0.88312,0.73208,0.82915,0.49898,1.29173,0.83228,0.01467,0.00063875,0.00063875,0.00063875
57,908.029,1.18037,0.83378,0.01269,0.87357,0.73813,0.82373,0.50032,1.27354,0.85514,0.01487,0.000614,0.000614,0.000614
58,923.06,1.15711,0.80257,0.01251,0.89063,0.72832,0.83091,0.5189,1.25047,0.80929,0.01442,0.00058925,0.00058925,0.00058925
59,938.148,1.17815,0.81882,0.01227,0.87478,0.73665,0.82048,0.51267,1.25224,0.81577,0.01461,0.0005645,0.0005645,0.0005645
60,952.99,1.16585,0.83233,0.01214,0.87117,0.7308,0.82323,0.51187,1.27211,0.84106,0.01428,0.00053975,0.00053975,0.00053975
61,967.978,1.14541,0.79123,0.01239,0.84889,0.73971,0.81481,0.50958,1.24309,0.8495,0.01388,0.000515,0.000515,0.000515
62,982.788,1.14312,0.75485,0.01191,0.89963,0.70807,0.82278,0.51285,1.26209,0.81996,0.0146,0.00049025,0.00049025,0.00049025
63,997.617,1.13914,0.7711,0.01207,0.88347,0.74402,0.82949,0.51934,1.26818,0.79874,0.01469,0.0004655,0.0004655,0.0004655
64,1012.59,1.11479,0.74756,0.01169,0.86405,0.77019,0.83543,0.51274,1.25439,0.78491,0.01461,0.00044075,0.00044075,0.00044075
65,1027.58,1.11912,0.74425,0.01157,0.8765,0.75901,0.8285,0.51507,1.23546,0.81447,0.0142,0.000416,0.000416,0.000416
66,1042.49,1.08805,0.77581,0.01126,0.86431,0.74534,0.82387,0.51973,1.22334,0.81962,0.01402,0.00039125,0.00039125,0.00039125
